,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Generation
173,30,No,Research & Development,9,3,Medical,3,Male,66,3,Laboratory Technician,1,Divorced,3072,1,No,11,3,80,2,12,4,3,12,9,6,10,Millenials
174,45,No,Sales,4,2,Life Sciences,3,Female,30,3,Sales Executive,1,Divorced,5006,4,Yes,11,1,80,1,9,3,4,5,4,0,3,Gen X
175,56,No,Research & Development,8,3,Life Sciences,3,Female,67,3,Research Scientist,1,Divorced,4257,4,Yes,18,3,80,1,19,3,3,2,2,2,2,Baby Boomers
176,33,No,Research & Development,2,3,Life Sciences,3,Male,90,3,Research Scientist,4,Single,2500,0,No,14,1,80,0,4,2,4,3,1,0,2,Millenials
177,19,Yes,Research & Development,2,3,Life Sciences,2,Male,47,2,Laboratory Technician,4,Single,1102,1,No,22,3,80,0,1,3,2,1,0,1,0,Gen Z
178,46,No,Sales,1,2,Marketing,2,Female,92,3,Sales Executive,1,Divorced,10453,1,No,25,3,80,3,24,2,3,24,13,15,7,Gen X
179,38,No,Research & Development,9,2,Life Sciences,3,Female,75,3,Laboratory Technician,4,Single,2288,1,No,12,3,80,0,2,3,3,2,2,2,1,Millenials
180,31,No,Research & Development,12,1,Medical,3,Female,95,3,Research Scientist,4,Married,3929,8,Yes,23,3,80,1,7,0,3,4,2,0,2,Millenials
181,34,No,Research & Development,27,2,Medical,4,Female,95,3,Research Scientist,2,Single,2311,2,No,15,4,80,0,9,3,3,3,2,1,2,Millenials
182,41,Yes,Sales,20,2,Marketing,2,Female,70,3,Sales Representative,2,Single,3140,1,Yes,22,4,80,0,4,5,2,4,3,0,2,Gen X
183,50,No,Research & Development,1,3,Medical,3,Male,86,2,Laboratory Technician,3,Married,3690,2,No,15,4,80,1,5,2,2,3,2,0,2,Gen X
184,53,No,Research & Development,13,2,Medical,4,Female,57,4,Manufacturing Director,1,Divorced,4450,1,No,11,3,80,2,5,3,3,4,2,1,3,Gen X
185,33,No,Research & Development,14,3,Medical,4,Female,72,3,Research Scientist,2,Married,2756,1,No,13,4,80,1,8,5,3,8,7,1,6,Millenials
186,40,No,Research & Development,4,1,Medical,4,Female,46,3,Manager,3,Married,19033,1,No,14,2,80,1,21,2,3,20,8,9,9,Millenials
187,55,No,Research & Development,14,4,Medical,3,Male,61,4,Research Director,2,Single,18722,8,No,11,4,80,0,36,3,3,24,15,2,15,Gen X
188,34,No,Research & Development,2,1,Life Sciences,4,Male,45,2,Manufacturing Director,3,Married,9547,1,No,17,3,80,0,10,2,2,10,9,1,9,Millenials
189,51,No,Research & Development,3,3,Medical,4,Female,98,3,Healthcare Representative,2,Single,13734,3,No,18,3,80,0,21,6,3,7,7,1,0,Gen X
190,52,No,Research & Development,1,4,Life Sciences,3,Male,65,2,Manager,3,Married,19999,0,No,14,1,80,1,34,5,3,33,18,11,9,Gen X
191,27,No,Research & Development,9,3,Medical,4,Female,99,3,Research Scientist,2,Single,2279,1,No,16,4,80,0,7,2,2,7,7,0,3,Millenials
192,35,Yes,Research & Development,23,2,Life Sciences,2,Male,50,2,Manufacturing Director,3,Married,5916,3,Yes,13,1,80,0,8,1,3,1,0,0,1,Millenials
193,43,No,Research & Development,7,3,Medical,4,Male,37,4,Research Scientist,4,Divorced,2089,4,No,14,4,80,3,7,3,4,5,4,2,2,Gen X
194,45,No,Research & Development,2,2,Medical,1,Male,65,2,Manager,4,Married,16792,9,No,23,4,80,1,22,1,3,20,8,11,8,Gen X
195,37,No,Research & Development,21,3,Life Sciences,2,Male,65,4,Research Scientist,1,Married,3564,1,Yes,12,1,80,1,8,3,2,8,7,1,7,Millenials
196,35,No,Research & Development,2,3,Medical,2,Female,37,3,Laboratory Technician,2,Single,4425,5,No,11,4,80,0,10,5,3,6,2,1,2,Millenials
197,42,No,Research & Development,21,2,Medical,3,Female,36,3,Manufacturing Director,3,Divorced,5265,2,No,16,2,80,1,11,5,3,5,3,0,2,Gen X
198,38,No,Research & Development,2,4,Life Sciences,4,Male,88,3,Manufacturing Director,3,Married,6553,9,No,14,2,80,0,14,3,3,1,0,0,0,Millenials
199,38,No,Research & Development,29,3,Technical Degree,4,Male,54,3,Manufacturing Director,4,Married,6261,3,No,18,1,80,1,9,3,1,7,7,1,7,Millenials
200,27,No,Research & Development,1,1,Technical Degree,3,Male,60,2,Manufacturing Director,1,Married,4298,5,No,19,3,80,1,6,1,3,2,2,2,0,Millenials
201,49,No,Research & Development,18,4,Life Sciences,4,Male,92,3,Manufacturing Director,4,Divorced,6804,1,Yes,15,1,80,2,7,0,3,7,7,1,7,Gen X
202,34,No,Research & Development,10,4,Medical,4,Male,43,3,Research Scientist,3,Divorced,3815,1,Yes,17,4,80,1,5,4,4,5,3,2,0,Millenials
203,40,No,Research & Development,19,2,Medical,3,Male,99,3,Laboratory Technician,4,Married,2741,8,Yes,15,3,80,1,15,2,4,7,2,3,7,Millenials
204,38,Yes,Research & Development,29,1,Medical,2,Male,70,3,Healthcare Representative,1,Married,6673,7,Yes,19,2,80,0,17,2,3,1,0,0,0,Millenials
205,29,Yes,Sales,27,3,Marketing,2,Female,35,3,Sales Executive,4,Married,7639,1,No,22,4,80,3,10,3,2,10,4,1,9,Millenials
206,22,No,Research & Development,5,3,Life Sciences,4,Male,60,4,Research Scientist,2,Divorced,2328,1,Yes,16,1,80,1,4,2,2,4,2,2,2,Gen Z
207,36,No,Research & Development,18,1,Medical,2,Female,73,3,Laboratory Technician,4,Single,2153,1,No,13,1,80,0,8,2,3,8,1,1,7,Millenials
208,40,No,Research & Development,9,5,Life Sciences,4,Male,63,2,Healthcare Representative,4,Married,4876,9,No,14,4,80,1,5,5,1,3,2,0,2,Millenials
209,46,No,Research & Development,1,4,Medical,4,Male,97,3,Healthcare Representative,1,Divorced,9396,7,No,16,3,80,1,17,3,3,4,2,0,3,Gen X
210,32,Yes,Sales,4,4,Medical,4,Male,32,1,Sales Executive,4,Married,10400,1,No,11,3,80,0,14,2,2,14,8,9,8,Millenials
211,30,No,Research & Development,1,1,Life Sciences,3,Male,88,2,Manufacturing Director,3,Single,8474,1,No,22,3,80,0,12,2,3,11,8,5,8,Millenials
212,27,No,Sales,20,3,Life Sciences,4,Female,90,3,Sales Executive,3,Single,9981,1,No,14,4,80,0,7,2,3,7,7,0,7,Millenials
213,51,No,Research & Development,8,4,Life Sciences,2,Male,81,2,Research Director,2,Married,12490,5,No,16,4,80,2,16,5,1,10,9,4,7,Gen X
214,30,Yes,Research & Development,3,3,Technical Degree,4,Female,88,3,Research Scientist,1,Single,2657,5,Yes,11,3,80,0,8,5,3,5,2,0,4,Millenials
215,41,No,Sales,6,3,Life Sciences,4,Female,75,3,Manager,4,Single,13591,3,Yes,18,3,80,0,16,3,3,1,0,0,0,Gen X
216,30,Yes,Sales,26,4,Marketing,3,Female,52,2,Sales Executive,1,Single,6696,5,No,15,3,80,0,9,5,2,6,3,0,1,Millenials
217,29,Yes,Research & Development,1,3,Technical Degree,3,Male,85,3,Research Scientist,3,Single,2058,0,No,14,4,80,0,7,1,2,6,2,1,5,Millenials
218,45,No,Sales,6,3,Medical,4,Female,57,2,Sales Executive,4,Single,8865,6,No,12,4,80,0,23,2,3,19,7,12,8,Gen X
219,54,No,Sales,3,3,Marketing,4,Female,52,3,Sales Executive,1,Married,5940,2,No,14,4,80,1,16,4,3,6,2,0,5,Gen X
220,36,No,Research & Development,5,2,Life Sciences,4,Male,62,3,Laboratory Technician,2,Single,5914,8,No,16,4,80,0,16,3,4,13,11,3,7,Millenials
221,33,No,Research & Development,4,4,Medical,3,Female,47,2,Research Scientist,2,Married,2622,6,No,21,4,80,0,7,3,3,3,2,1,1,Millenials
222,37,No,Research & Development,11,3,Other,2,Male,47,3,Research Director,4,Divorced,12185,1,Yes,14,3,80,3,10,1,3,10,8,0,7,Millenials
223,38,No,Sales,3,3,Life Sciences,1,Male,76,3,Sales Executive,3,Divorced,10609,0,No,12,3,80,2,17,6,2,16,10,5,13,Millenials
224,31,No,Research & Development,1,4,Medical,3,Male,90,1,Manufacturing Director,3,Married,4345,0,No,12,4,80,1,6,2,3,5,4,1,4,Millenials
225,59,No,Research & Development,3,3,Life Sciences,3,Male,70,2,Research Scientist,4,Married,2177,3,No,17,1,80,1,7,6,3,1,0,0,0,Baby Boomers
226,37,No,Sales,4,4,Marketing,1,Male,41,3,Sales Representative,4,Divorced,2793,4,No,17,3,80,1,13,2,3,9,8,5,8,Millenials
227,29,No,Sales,1,1,Medical,2,Female,42,3,Sales Executive,4,Married,7918,1,No,14,4,80,1,11,5,3,11,10,4,1,Millenials
228,35,No,Sales,1,3,Marketing,3,Female,92,3,Sales Executive,3,Single,8789,1,No,14,1,80,0,10,3,4,10,7,0,8,Millenials
229,29,Yes,Research & Development,18,1,Medical,3,Male,86,2,Research Scientist,4,Single,2389,1,Yes,13,3,80,0,4,3,2,4,3,0,1,Millenials
230,52,No,Research & Development,2,3,Life Sciences,3,Female,89,2,Laboratory Technician,4,Single,3212,7,No,15,2,80,0,6,3,2,2,2,2,2,Gen X
231,42,No,Research & Development,4,2,Technical Degree,3,Male,58,3,Manager,4,Married,19232,1,No,11,4,80,0,22,3,3,22,17,11,15,Gen X
232,59,No,Human Resources,6,2,Medical,2,Male,52,3,Human Resources,3,Married,2267,8,No,17,4,80,0,7,2,2,2,2,2,2,Baby Boomers
233,50,No,Sales,1,4,Medical,4,Female,68,3,Manager,4,Divorced,19517,3,No,11,3,80,1,32,3,2,7,0,0,6,Gen X
234,33,Yes,Research & Development,14,3,Medical,3,Male,58,3,Laboratory Technician,4,Married,2436,5,Yes,13,3,80,1,8,2,1,5,4,0,4,Millenials
235,43,No,Sales,16,3,Marketing,4,Female,80,3,Manager,4,Married,16064,5,Yes,22,3,80,1,22,3,3,17,13,1,9,Gen X
236,33,Yes,Research & Development,2,2,Life Sciences,1,Female,39,3,Laboratory Technician,1,Married,2707,7,No,20,1,80,0,13,3,4,9,7,1,7,Millenials
237,52,No,Sales,2,4,Life Sciences,1,Male,79,2,Manager,3,Single,19068,1,Yes,18,4,80,0,33,2,4,33,7,15,12,Gen X
238,32,No,Sales,4,2,Life Sciences,3,Female,56,3,Sales Representative,2,Married,3931,2,No,11,1,80,1,6,5,3,4,3,1,2,Millenials
239,32,Yes,Research & Development,1,3,Life Sciences,4,Male,62,2,Laboratory Technician,3,Single,3730,0,Yes,14,4,80,0,4,2,1,3,2,1,2,Millenials
240,39,No,Research & Development,1,4,Medical,3,Female,96,3,Laboratory Technician,3,Divorced,2232,7,No,14,3,80,3,7,1,3,3,2,1,2,Millenials
241,32,No,Sales,26,4,Marketing,3,Male,100,3,Sales Executive,4,Married,4465,0,No,18,1,80,0,4,2,3,3,2,2,2,Millenials
242,41,No,Research & Development,19,2,Life Sciences,3,Male,36,3,Research Scientist,1,Divorced,3072,2,No,16,1,80,2,17,2,2,1,0,0,0,Gen X
243,40,No,Research & Development,24,2,Technical Degree,1,Male,62,3,Research Scientist,4,Divorced,3319,1,No,17,1,80,2,9,3,3,9,8,4,7,Millenials
244,45,No,Research & Development,1,3,Other,3,Male,70,4,Manager,4,Married,19202,0,No,11,3,80,1,25,2,3,24,0,1,7,Gen X
245,31,No,Research & Development,3,4,Medical,2,Male,73,3,Research Director,3,Divorced,13675,9,No,12,1,80,1,9,3,3,2,2,2,2,Millenials
246,33,No,Research & Development,5,4,Life Sciences,3,Female,63,2,Research Scientist,4,Married,2911,1,No,13,3,80,1,2,2,2,2,2,0,2,Millenials
247,34,No,Research & Development,2,4,Life Sciences,4,Male,84,2,Manufacturing Director,1,Married,5957,6,No,13,2,80,1,13,3,3,11,9,5,9,Millenials
248,37,No,Research & Development,1,2,Medical,3,Female,83,2,Research Scientist,1,Married,3920,2,No,14,1,80,1,17,2,2,3,1,0,2,Millenials
249,45,No,Research & Development,7,4,Life Sciences,1,Male,77,4,Manufacturing Director,3,Married,6434,4,No,17,4,80,1,9,1,3,3,2,0,2,Gen X
250,37,Yes,Research & Development,10,3,Medical,1,Male,61,3,Manufacturing Director,3,Divorced,10048,6,No,11,2,80,2,17,5,3,1,0,0,0,Millenials
251,39,No,Research & Development,2,4,Technical Degree,3,Female,64,3,Healthcare Representative,3,Single,10938,0,No,25,4,80,0,20,1,3,19,6,11,8,Millenials
252,29,No,Research & Development,15,3,Life Sciences,3,Male,60,3,Research Scientist,4,Single,2340,1,No,19,1,80,0,6,1,3,6,5,1,5,Millenials
253,42,No,Research & Development,17,2,Life Sciences,4,Female,82,4,Research Scientist,1,Single,6545,3,Yes,13,3,80,0,10,1,3,3,2,0,2,Gen X
254,29,No,Sales,20,2,Marketing,4,Male,45,3,Sales Executive,4,Divorced,6931,2,No,14,4,80,1,10,2,3,3,2,0,2,Millenials
255,25,No,Research & Development,1,3,Life Sciences,1,Female,62,3,Manufacturing Director,3,Married,4898,0,No,12,4,80,2,5,3,3,4,2,1,2,Gen Z
256,42,No,Research & Development,2,3,Medical,4,Female,56,2,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,80,1,10,4,3,9,6,7,8,Gen X
257,40,No,Research & Development,2,2,Medical,1,Male,49,3,Research Director,3,Divorced,19436,0,No,19,4,80,1,22,5,3,21,7,3,9,Millenials
258,51,No,Research & Development,1,3,Life Sciences,3,Male,96,3,Research Scientist,4,Married,2723,1,No,11,2,80,0,1,0,2,1,0,0,0,Gen X
259,31,Yes,Research & Development,29,2,Medical,3,Male,71,2,Laboratory Technician,2,Single,3479,0,No,11,2,80,0,6,2,4,5,4,1,4,Millenials
260,32,No,Research & Development,7,3,Life Sciences,2,Male,100,4,Laboratory Technician,2,Married,2794,1,No,20,3,80,0,5,3,1,5,1,0,3,Millenials
261,38,No,Sales,2,2,Life Sciences,4,Male,39,2,Sales Executive,4,Married,5249,3,No,18,4,80,1,13,0,3,8,7,7,5,Millenials
262,32,No,Research & Development,2,1,Technical Degree,4,Male,84,2,Laboratory Technician,1,Single,2176,4,No,13,4,80,0,9,5,3,6,2,0,4,Millenials
263,46,No,Sales,2,3,Technical Degree,3,Female,75,1,Manager,2,Married,16872,3,Yes,12,2,80,1,28,2,2,7,7,7,7,Gen X
264,28,Yes,Research & Development,2,4,Life Sciences,1,Male,79,3,Laboratory Technician,3,Single,3485,2,No,11,3,80,0,5,5,1,0,0,0,0,Millenials
265,29,No,Sales,2,3,Medical,1,Male,78,2,Sales Executive,2,Married,6644,2,No,19,2,80,2,10,2,3,0,0,0,0,Millenials
266,31,No,Research & Development,23,3,Medical,2,Male,64,2,Healthcare Representative,4,Married,5582,0,No,21,2,80,1,10,2,3,9,0,7,8,Millenials
267,25,No,Research & Development,5,2,Life Sciences,2,Male,85,4,Healthcare Representative,1,Divorced,4000,1,No,12,4,80,2,6,2,3,6,3,1,5,Gen Z
268,45,No,Research & Development,20,2,Medical,3,Male,79,3,Healthcare Representative,4,Married,13496,0,Yes,14,2,80,0,21,2,3,20,7,4,10,Gen X
269,36,No,Research & Development,6,3,Life Sciences,4,Male,47,3,Laboratory Technician,4,Married,3210,0,No,11,3,80,1,16,4,3,15,13,10,11,Millenials
270,55,No,Research & Development,1,3,Medical,4,Male,81,3,Manager,1,Single,19045,0,Yes,14,3,80,0,37,2,3,36,10,4,13,Gen X
271,47,Yes,Research & Development,29,4,Life Sciences,1,Male,88,3,Manager,2,Married,11849,1,Yes,12,4,80,1,10,2,2,10,7,9,9,Gen X
272,28,No,Research & Development,9,3,Medical,4,Male,94,3,Research Scientist,4,Married,2070,1,No,23,4,80,1,5,3,2,5,2,0,4,Millenials
273,37,No,Sales,6,4,Medical,3,Male,98,3,Sales Executive,4,Married,6502,4,No,14,2,80,1,7,5,4,5,4,0,1,Millenials
274,21,No,Research & Development,3,2,Medical,4,Male,100,2,Research Scientist,3,Single,3230,1,No,17,1,80,0,3,4,4,3,2,1,0,Gen Z
275,37,No,Research & Development,1,4,Medical,1,Female,80,3,Research Director,4,Divorced,13603,2,Yes,18,1,80,2,15,2,3,5,2,0,2,Millenials
276,35,No,Research & Development,22,3,Life Sciences,2,Female,71,4,Manager,2,Divorced,11996,7,No,18,2,80,1,10,6,2,7,7,6,2,Millenials
277,38,No,Sales,7,2,Medical,1,Female,44,4,Sales Executive,1,Divorced,5605,1,Yes,24,3,80,1,8,3,3,8,0,7,7,Millenials
278,26,No,Research & Development,1,3,Life Sciences,3,Female,84,3,Manufacturing Director,2,Divorced,6397,1,No,20,1,80,1,6,6,1,6,5,1,4,Millenials
279,50,No,Research & Development,4,1,Life Sciences,1,Male,96,3,Research Director,2,Divorced,19144,3,No,14,1,80,2,28,4,2,10,4,1,6,Gen X
280,53,No,Research & Development,3,4,Medical,3,Male,45,3,Research Director,3,Married,17584,3,Yes,16,4,80,3,21,5,2,5,3,1,3,Gen X
281,42,No,Sales,1,1,Life Sciences,2,Male,99,3,Sales Executive,3,Married,4907,1,No,25,3,80,0,20,3,3,20,16,11,6,Gen X
282,29,No,Sales,2,2,Life Sciences,2,Male,44,3,Sales Executive,4,Single,4554,1,No,18,1,80,0,10,3,2,10,7,0,9,Millenials
283,55,No,Research & Development,20,2,Technical Degree,2,Male,37,3,Laboratory Technician,4,Married,5415,3,Yes,19,4,80,1,12,4,3,10,7,0,8,Gen X
284,26,No,Research & Development,11,2,Medical,1,Male,60,3,Healthcare Representative,1,Married,4741,1,Yes,13,3,80,1,5,3,3,5,3,3,3,Millenials
285,37,No,Research & Development,1,3,Life Sciences,4,Female,42,3,Research Scientist,4,Single,2115,1,No,12,2,80,0,17,3,3,17,12,5,7,Millenials
286,44,Yes,Research & Development,24,3,Life Sciences,4,Male,43,3,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,80,1,19,0,1,1,0,0,0,Gen X
287,38,No,Research & Development,23,4,Life Sciences,4,Male,82,3,Healthcare Representative,4,Divorced,5745,9,No,14,2,80,1,10,2,3,2,2,1,2,Millenials
288,26,Yes,Research & Development,16,4,Medical,1,Male,45,3,Laboratory Technician,2,Divorced,2373,2,Yes,13,4,80,1,5,2,3,3,2,0,2,Millenials
289,28,No,Research & Development,8,2,Life Sciences,4,Female,66,3,Research Scientist,4,Single,3310,1,No,21,4,80,0,5,3,3,5,3,0,2,Millenials
290,49,No,Research & Development,10,4,Life Sciences,3,Female,35,3,Research Director,1,Single,18665,9,Yes,11,4,80,0,22,4,3,3,2,1,2,Gen X
291,36,No,Research & Development,3,3,Technical Degree,3,Male,30,3,Research Scientist,2,Single,4485,4,No,12,4,80,0,10,2,3,8,0,7,7,Millenials
292,31,No,Sales,5,3,Marketing,4,Female,84,3,Sales Representative,2,Divorced,2789,1,No,11,3,80,1,2,5,2,2,2,2,2,Millenials
293,26,Yes,Sales,4,4,Marketing,4,Male,48,2,Sales Executive,4,Single,5828,1,Yes,12,2,80,0,8,0,3,8,7,7,4,Millenials
294,37,No,Research & Development,9,3,Medical,2,Male,53,3,Research Scientist,4,Married,2326,1,Yes,12,3,80,3,4,3,2,4,2,1,2,Millenials
295,42,No,Sales,26,3,Marketing,3,Female,77,3,Sales Executive,2,Married,13525,5,No,14,4,80,1,23,2,4,20,4,4,8,Gen X
296,18,Yes,Research & Development,3,3,Life Sciences,3,Male,54,3,Laboratory Technician,3,Single,1420,1,No,13,3,80,0,0,2,3,0,0,0,0,Gen Z
297,35,No,Sales,16,3,Marketing,3,Male,96,3,Sales Executive,2,Married,8020,0,No,15,3,80,2,12,3,2,11,9,6,9,Millenials
298,36,No,Research & Development,18,4,Life Sciences,3,Male,81,4,Laboratory Technician,4,Married,3688,4,No,18,4,80,2,4,2,3,1,0,0,0,Millenials
299,51,No,Research & Development,2,3,Medical,4,Male,84,1,Manufacturing Director,2,Divorced,5482,5,No,18,4,80,1,13,3,3,4,1,1,2,Gen X
300,41,No,Sales,2,4,Life Sciences,4,Male,88,3,Manager,2,Single,16015,1,No,19,2,80,0,22,2,3,22,10,0,4,Gen X
301,18,No,Sales,10,3,Medical,4,Female,69,2,Sales Representative,3,Single,1200,1,No,12,1,80,0,0,2,3,0,0,0,0,Gen Z
302,28,No,Research & Development,16,2,Medical,2,Male,68,4,Healthcare Representative,1,Single,5661,0,No,19,3,80,0,9,2,3,8,3,0,7,Millenials
303,31,No,Sales,7,3,Technical Degree,2,Male,100,4,Sales Executive,4,Married,6929,4,No,11,2,80,1,10,3,2,8,7,7,7,Millenials
304,39,No,Research & Development,1,3,Medical,3,Male,48,4,Healthcare Representative,4,Divorced,9613,0,No,17,1,80,3,19,5,2,18,10,3,7,Millenials
305,36,No,Research & Development,24,4,Life Sciences,2,Female,47,3,Laboratory Technician,2,Married,5674,7,No,15,3,80,1,11,3,3,9,8,0,8,Millenials
306,32,No,Sales,7,3,Life Sciences,4,Male,91,2,Sales Executive,3,Married,5484,1,No,14,3,80,1,13,3,2,13,8,4,8,Millenials
307,38,No,Research & Development,25,2,Life Sciences,1,Female,81,2,Research Director,2,Married,12061,3,No,17,3,80,1,19,2,3,10,8,0,1,Millenials
308,58,No,Research & Development,1,4,Life Sciences,4,Male,32,1,Healthcare Representative,3,Divorced,5660,2,Yes,13,4,80,1,12,2,3,5,3,1,2,Baby Boomers
309,31,No,Research & Development,5,4,Technical Degree,3,Male,86,3,Research Scientist,4,Married,4821,0,Yes,12,3,80,1,6,4,3,5,2,0,3,Millenials
310,31,No,Human Resources,2,3,Human Resources,1,Male,62,2,Human Resources,1,Married,6410,3,No,12,4,80,0,9,1,3,2,2,1,0,Millenials
311,45,No,Research & Development,7,3,Life Sciences,1,Male,97,3,Laboratory Technician,1,Divorced,5210,1,No,18,1,80,1,24,2,3,24,9,9,11,Gen X
312,31,No,Research & Development,2,4,Life Sciences,3,Male,32,3,Research Scientist,4,Divorced,2695,0,Yes,18,2,80,1,3,2,1,2,2,2,2,Millenials
313,33,No,Research & Development,5,4,Life Sciences,4,Female,74,3,Manager,2,Married,11878,6,No,11,2,80,2,12,2,3,10,6,8,8,Millenials
314,39,No,Research & Development,10,1,Medical,3,Male,99,3,Manager,1,Married,17068,1,Yes,14,4,80,0,21,3,3,21,9,11,10,Millenials
315,43,No,Research & Development,10,4,Life Sciences,3,Female,33,3,Laboratory Technician,4,Single,2455,0,No,19,1,80,0,9,5,3,8,7,1,7,Gen X
316,49,No,Research & Development,1,2,Technical Degree,3,Female,90,2,Healthcare Representative,3,Single,13964,7,Yes,12,4,80,0,25,2,3,7,1,0,7,Gen X
317,52,Yes,Research & Development,8,4,Medical,3,Male,85,2,Research Scientist,2,Married,4941,2,No,15,1,80,0,11,3,2,8,2,7,7,Gen X
318,27,No,Research & Development,5,3,Life Sciences,3,Female,85,3,Research Scientist,2,Single,2478,1,Yes,12,2,80,0,4,2,2,4,3,1,2,Millenials
319,32,No,Sales,8,2,Technical Degree,3,Female,65,2,Sales Executive,2,Married,5228,1,Yes,11,4,80,0,13,2,3,13,12,11,9,Millenials
320,27,No,Sales,2,3,Life Sciences,4,Male,74,3,Sales Executive,3,Single,4478,1,Yes,11,1,80,0,5,3,3,5,4,0,4,Millenials
321,31,No,Sales,7,3,Marketing,4,Male,73,3,Sales Executive,4,Divorced,7547,4,No,12,4,80,3,13,3,3,7,7,1,7,Millenials
322,32,No,Research & Development,2,4,Medical,1,Female,74,4,Research Scientist,4,Single,5055,7,No,16,3,80,0,10,0,2,7,7,0,7,Millenials
323,28,Yes,Research & Development,2,4,Medical,1,Male,84,1,Research Scientist,4,Married,3464,5,Yes,13,4,80,0,5,4,2,3,2,2,2,Millenials
324,30,No,Research & Development,28,2,Medical,4,Female,64,3,Research Scientist,4,Married,5775,1,No,13,4,80,2,11,2,3,10,8,1,9,Millenials
325,31,No,Research & Development,7,2,Life Sciences,3,Female,48,2,Manufacturing Director,3,Married,8943,1,No,24,1,80,1,10,2,3,10,9,8,9,Millenials
326,39,No,Research & Development,7,2,Medical,3,Male,54,2,Manager,4,Married,19272,1,No,15,1,80,1,21,2,3,21,9,13,3,Millenials
327,39,Yes,Sales,3,2,Medical,4,Female,41,3,Sales Executive,3,Married,5238,4,Yes,18,1,80,0,12,3,2,1,0,0,0,Millenials
328,33,No,Sales,10,3,Marketing,2,Male,46,2,Sales Executive,4,Single,4682,3,No,14,3,80,0,9,6,2,7,7,0,1,Millenials
329,47,No,Research & Development,5,5,Life Sciences,4,Male,42,3,Research Director,3,Married,18300,4,No,11,2,80,1,21,2,3,3,2,1,1,Gen X
330,43,No,Research & Development,10,4,Life Sciences,3,Female,82,2,Laboratory Technician,3,Divorced,5257,1,No,11,2,80,1,9,3,4,9,7,0,0,Gen X
331,27,No,Sales,1,1,Marketing,3,Male,73,3,Sales Executive,2,Married,6349,0,Yes,13,4,80,1,6,0,3,5,4,1,4,Millenials
332,54,No,Research & Development,20,4,Life Sciences,4,Female,31,3,Research Scientist,3,Single,4869,3,No,12,4,80,0,20,4,2,4,3,0,3,Gen X
333,43,No,Research & Development,7,3,Life Sciences,3,Female,43,3,Healthcare Representative,1,Married,9985,8,No,16,1,80,1,10,1,2,1,0,0,0,Gen X
334,45,No,Research & Development,8,4,Other,4,Male,75,3,Research Scientist,4,Married,3697,9,No,14,1,80,2,12,3,3,10,9,9,8,Gen X
335,40,No,Sales,1,2,Medical,2,Male,57,1,Sales Executive,4,Married,7457,2,Yes,22,3,80,3,6,2,2,4,3,0,2,Millenials
336,29,Yes,Research & Development,8,4,Other,2,Male,77,1,Laboratory Technician,1,Married,2119,1,Yes,11,4,80,0,7,4,2,7,7,0,7,Millenials
337,29,No,Research & Development,9,5,Other,2,Male,30,2,Laboratory Technician,4,Single,3983,0,No,17,3,80,0,4,2,3,3,2,2,2,Millenials
338,30,No,Sales,5,3,Marketing,4,Female,30,2,Sales Executive,3,Divorced,6118,1,No,13,3,80,3,10,2,3,10,9,1,2,Millenials
339,27,No,Sales,8,4,Marketing,2,Female,56,3,Sales Executive,2,Married,6214,1,No,18,1,80,1,8,3,3,8,7,0,7,Millenials
340,37,No,Research & Development,5,2,Medical,4,Male,61,3,Manufacturing Director,4,Divorced,6347,7,No,16,3,80,2,8,2,2,6,2,0,4,Millenials
341,38,No,Research & Development,15,2,Life Sciences,3,Male,92,2,Research Director,4,Divorced,11510,0,Yes,14,2,80,1,12,3,3,11,10,2,9,Millenials
